CustomerID,Gender,SeniorCitizen,Age,Tenure,MonthlyCharges,TotalCharges,InternetService,Contract,PaymentMethod,TechSupport,OnlineSecurity,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Dependents,Complaints,SatisfactionScore,SupportTickets,UsageHours,DataConsumption,Churn
CUST-14117,Male,0,53,38,73.68,2817.21,DSL,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No,Yes,Yes,Yes,1,3,0,98.1,215.7,No
CUST-14118,Male,0,26,17,79.15,1331.75,Fiber optic,Month-to-month,Electronic check,No,Yes,No,No,Yes,No,No,0,4,2,65.6,134.8,Yes
CUST-14119,Female,0,53,58,73.08,4225.49,DSL,Month-to-month,Mailed check,No,Yes,Yes,No,Yes,Yes,No,0,3,2,173.6,159.0,No
CUST-14120,Female,1,76,40,19.26,797.14,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,3,2,57.1,49.7,No
CUST-14121,Female,0,33,24,96.9,2314.43,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,No,Yes,Yes,No,No,1,3,1,69.0,73.3,Yes
CUST-14122,Male,0,45,12,90.63,1092.61,Fiber optic,Two year,Bank transfer (automatic),No,Yes,No,Yes,Yes,No,No,0,4,1,216.5,413.7,No
CUST-14123,Female,0,38,19,89.66,1699.95,Fiber optic,Month-to-month,Mailed check,No,Yes,No,No,Yes,Yes,Yes,0,4,1,32.8,79.4,Yes
CUST-14124,Female,0,64,29,76.2,2184.49,Fiber optic,Month-to-month,Credit card (automatic),No,No,No,No,Yes,Yes,No,0,4,4,40.9,40.5,Yes
CUST-14125,Female,1,69,52,69.67,3649.87,Fiber optic,One year,Mailed check,No,No,No,No,Yes,No,No,1,2,3,71.6,131.4,Yes
CUST-14126,Male,0,63,17,23.84,388.1,No,Two year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,2,1,209.5,379.4,No
CUST-14127,Female,0,52,21,102.63,2141.29,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No,Yes,Yes,Yes,1,3,2,185.2,201.7,Yes
CUST-14128,Male,0,45,60,58.61,3509.23,DSL,Two year,Credit card (automatic),No,No,Yes,No,Yes,No,No,0,5,1,68.4,85.3,No
CUST-14129,Female,0,53,20,55.47,1109.31,DSL,Month-to-month,Bank transfer (automatic),No,No,No,Yes,Yes,No,No,1,1,3,162.2,278.5,Yes
CUST-14130,Male,0,48,53,85.25,4496.91,DSL,Month-to-month,Electronic check,Yes,Yes,No,Yes,Yes,Yes,Yes,0,4,0,73.9,101.3,No
CUST-14131,Male,0,50,63,105.72,6668.16,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,No,0,4,1,93.9,100.4,No
CUST-14132,Male,0,40,57,89.44,5098.96,Fiber optic,One year,Electronic check,No,No,Yes,Yes,Yes,No,No,0,4,2,263.8,403.7,No
CUST-14133,Female,0,58,29,81.3,2345.88,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,No,1,3,0,112.9,107.5,No
CUST-14134,Female,0,34,1,93.71,105.27,Fiber optic,One year,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,No,1,2,2,215.3,384.6,Yes
CUST-14135,Male,1,76,59,58.6,3458.24,DSL,Month-to-month,Credit card (automatic),Yes,No,No,No,No,No phone service,No,0,3,3,165.3,172.8,No
CUST-14136,Male,1,69,64,93.61,6011.48,Fiber optic,One year,Bank transfer (automatic),No,No,No,Yes,Yes,Yes,Yes,0,4,2,54.0,110.1,No
CUST-14137,Female,0,59,72,40.59,2943.8,DSL,Month-to-month,Electronic check,No,No,No,No,Yes,No,No,0,3,4,69.4,120.1,No
CUST-14138,Female,0,40,71,77.82,5554.03,DSL,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,Yes,No,1,2,2,150.8,140.8,No
CUST-14139,Male,0,44,44,67.33,2936.56,DSL,One year,Bank transfer (automatic),No,No,Yes,No,Yes,Yes,Yes,0,4,2,55.0,64.8,No
CUST-14140,Female,0,42,48,73.43,3518.95,Fiber optic,One year,Bank transfer (automatic),No,No,No,No,Yes,Yes,Yes,1,3,2,113.5,173.6,Yes
CUST-14141,Female,0,49,15,86.41,1296.24,Fiber optic,Month-to-month,Credit card (automatic),No,No,Yes,No,No,No phone service,No,0,5,0,46.7,68.7,No
CUST-14142,Female,1,69,35,29.35,1011.28,No,Two year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,2,3,97.7,215.3,No
CUST-14143,Female,1,65,23,98.68,2294.96,Fiber optic,One year,Credit card (automatic),No,No,Yes,Yes,Yes,Yes,No,0,4,2,85.9,160.4,No
CUST-14144,Male,0,20,53,108.23,5711.48,Fiber optic,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,Yes,No,0,4,0,178.0,410.7,Yes
CUST-14145,Female,0,29,45,55.62,2498.61,DSL,Two year,Bank transfer (automatic),No,Yes,No,No,Yes,No,Yes,0,3,3,89.9,156.2,No
CUST-14146,Female,1,80,13,23.59,287.78,No,One year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,2,3,100.5,134.2,No
CUST-14147,Male,0,32,34,78.64,2684.69,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,Yes,No,Yes,0,4,2,242.6,207.2,Yes
CUST-14148,Male,0,34,38,89.48,3412.54,DSL,Month-to-month,Electronic check,Yes,Yes,No,Yes,Yes,Yes,No,0,4,4,79.6,92.3,No
CUST-14149,Female,0,49,70,59.45,4183.85,DSL,Month-to-month,Electronic check,No,No,No,Yes,Yes,No,Yes,0,4,1,71.4,88.4,No
CUST-14150,Female,0,24,68,71.13,4831.38,Fiber optic,Month-to-month,Electronic check,No,No,No,No,Yes,No,No,0,4,2,32.8,31.3,No
CUST-14151,Female,0,36,5,52.09,276.96,DSL,Month-to-month,Credit card (automatic),Yes,No,No,No,Yes,No,No,0,3,3,61.6,104.8,No
CUST-14152,Female,0,24,40,25.19,1010.57,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,2,1,209.2,394.2,Yes
CUST-14153,Male,0,22,70,19.46,1380.94,No,One year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,1,2,2,101.3,89.7,No
CUST-14154,Male,0,57,21,102.54,2128.46,Fiber optic,Month-to-month,Credit card (automatic),No,Yes,Yes,No,Yes,Yes,Yes,0,5,0,163.6,226.9,No
CUST-14155,Male,0,38,28,82.04,2294.93,DSL,Two year,Credit card (automatic),No,Yes,Yes,Yes,Yes,Yes,No,0,3,2,123.0,104.1,No
CUST-14156,Female,0,64,3,77.44,211.35,Fiber optic,Month-to-month,Credit card (automatic),No,No,Yes,No,Yes,No,Yes,0,3,0,145.9,297.5,Yes
CUST-14157,Female,0,24,23,81.7,1896.52,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,No,No,Yes,Yes,No,0,3,2,88.1,145.2,Yes
CUST-14158,Female,0,54,72,60.14,4309.24,DSL,One year,Mailed check,No,No,No,Yes,No,No phone service,Yes,0,5,1,110.3,218.0,No
CUST-14159,Female,1,69,19,89.95,1679.53,Fiber optic,One year,Bank transfer (automatic),No,Yes,No,No,Yes,Yes,No,1,3,1,52.9,98.0,Yes
CUST-14160,Male,0,28,50,102.0,5125.77,Fiber optic,Month-to-month,Credit card (automatic),No,No,Yes,Yes,Yes,Yes,No,0,4,1,167.6,377.5,No
CUST-14161,Male,0,27,58,74.45,4317.18,Fiber optic,Month-to-month,Credit card (automatic),No,No,No,No,Yes,Yes,Yes,0,5,0,179.4,411.3,No
CUST-14162,Female,1,76,20,94.02,1909.51,Fiber optic,Month-to-month,Credit card (automatic),Yes,Yes,No,No,Yes,Yes,No,1,3,3,118.4,207.3,Yes
CUST-14163,Male,0,58,72,61.05,4392.78,DSL,One year,Bank transfer (automatic),No,No,No,Yes,Yes,No,No,1,2,2,117.2,185.8,Yes
CUST-14164,Female,0,50,53,80.83,4289.44,Fiber optic,Month-to-month,Mailed check,No,No,Yes,No,No,No phone service,No,1,2,1,20.4,50.7,Yes
CUST-14165,Female,0,37,9,68.96,635.29,DSL,One year,Credit card (automatic),Yes,No,Yes,No,No,No phone service,No,1,3,4,151.9,171.4,No
CUST-14166,Male,0,50,4,111.56,433.09,Fiber optic,One year,Credit card (automatic),Yes,No,Yes,Yes,Yes,Yes,Yes,0,4,1,123.6,233.2,No
CUST-14167,Female,0,57,41,69.31,2819.68,DSL,Month-to-month,Mailed check,No,Yes,Yes,No,Yes,No,Yes,1,2,2,70.5,130.7,Yes
CUST-14168,Female,1,67,25,18.25,465.92,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No,No phone service,Yes,1,2,4,134.7,326.9,No
CUST-14169,Male,0,51,34,91.85,3123.54,Fiber optic,Month-to-month,Credit card (automatic),Yes,No,No,Yes,Yes,No,No,0,4,0,59.7,57.3,No
CUST-14170,Female,0,53,9,43.77,413.54,DSL,Month-to-month,Mailed check,No,No,No,No,Yes,No,No,1,3,1,110.5,266.4,Yes
CUST-14171,Female,1,79,13,66.45,836.55,DSL,Month-to-month,Credit card (automatic),No,No,Yes,Yes,Yes,No,No,0,3,1,191.0,400.9,Yes
CUST-14172,Male,0,36,9,57.98,524.51,DSL,Month-to-month,Electronic check,No,No,Yes,No,Yes,No,No,1,3,2,66.1,67.4,Yes
CUST-14173,Female,0,60,4,104.37,398.63,Fiber optic,One year,Mailed check,No,Yes,Yes,Yes,No,No phone service,Yes,0,4,1,125.5,142.1,No
CUST-14174,Male,0,22,34,78.96,2691.68,DSL,Month-to-month,Mailed check,Yes,No,Yes,Yes,Yes,No,No,0,4,3,92.0,116.7,Yes
CUST-14175,Female,0,46,7,78.91,568.0,Fiber optic,Two year,Bank transfer (automatic),No,No,No,No,Yes,Yes,No,0,4,0,37.0,72.2,No
CUST-14176,Male,0,27,15,100.43,1492.23,Fiber optic,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,No,No,1,2,1,84.8,175.7,Yes
CUST-14177,Male,0,57,38,53.71,2039.89,DSL,Month-to-month,Electronic check,No,Yes,No,No,Yes,No,No,0,4,1,182.0,373.7,No
CUST-14178,Male,0,30,52,102.25,5312.21,Fiber optic,One year,Credit card (automatic),Yes,No,Yes,Yes,Yes,No,Yes,1,3,2,87.6,167.3,No
CUST-14179,Female,0,46,7,77.69,559.12,DSL,Two year,Electronic check,Yes,No,No,Yes,Yes,Yes,Yes,0,4,0,94.5,97.1,No
CUST-14180,Male,0,22,45,48.36,2182.19,DSL,Month-to-month,Electronic check,No,No,No,No,Yes,Yes,No,1,4,0,82.5,72.0,No
CUST-14181,Male,0,29,59,66.82,3919.62,DSL,One year,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,Yes,0,3,2,110.1,140.0,No
CUST-14182,Male,0,30,21,86.18,1838.38,Fiber optic,Two year,Mailed check,No,No,No,Yes,Yes,No,No,1,3,2,70.5,128.4,Yes
CUST-14183,Male,0,39,28,18.25,535.74,No,One year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,2,104.1,145.8,No
CUST-14184,Male,0,57,3,65.52,201.28,DSL,Month-to-month,Mailed check,No,No,Yes,Yes,Yes,No,No,1,3,2,80.8,181.4,Yes
CUST-14185,Female,1,78,14,84.57,1200.63,Fiber optic,Two year,Bank transfer (automatic),No,No,No,Yes,No,No phone service,No,0,4,0,38.5,84.5,No
CUST-14186,Female,0,30,2,77.48,126.16,Fiber optic,One year,Mailed check,No,No,Yes,No,No,No phone service,No,1,3,0,25.4,29.7,Yes
CUST-14187,Female,0,18,29,68.26,1961.63,DSL,One year,Credit card (automatic),No,No,Yes,Yes,Yes,No,No,0,4,1,66.0,126.7,No
CUST-14188,Female,0,55,18,31.55,583.97,No,One year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,1,5,144.0,318.5,Yes
CUST-14189,Female,0,60,37,61.54,2253.35,DSL,Two year,Mailed check,No,No,Yes,No,No,No phone service,No,1,3,1,65.4,152.4,Yes
CUST-14190,Female,0,62,45,52.49,2334.61,DSL,Month-to-month,Credit card (automatic),No,Yes,No,No,Yes,No,No,0,4,2,112.4,171.6,No
CUST-14191,Female,0,18,45,99.96,4505.14,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,Yes,Yes,No,0,4,0,70.6,165.4,No
CUST-14192,Male,1,80,24,92.67,2196.13,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No,Yes,No,No,0,3,1,100.7,207.4,No
CUST-14193,Female,0,60,46,95.27,4363.41,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,No,Yes,Yes,Yes,0,4,2,34.0,44.3,No
CUST-14194,Male,0,57,12,83.51,976.92,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,Yes,No,0,3,2,156.7,216.3,Yes
CUST-14195,Male,0,39,53,89.26,4732.84,Fiber optic,One year,Electronic check,No,No,Yes,No,Yes,Yes,No,1,2,3,103.9,107.7,Yes
CUST-14196,Female,0,52,45,77.72,3508.02,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,Yes,No,No,0,3,2,99.0,143.0,Yes
CUST-14197,Male,0,61,32,83.94,2667.08,Fiber optic,One year,Mailed check,Yes,No,No,No,No,No phone service,Yes,0,4,0,106.0,150.4,No
CUST-14198,Male,0,23,18,18.34,328.25,No,Two year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,0,105.0,195.4,No
CUST-14199,Male,1,66,13,73.36,924.89,DSL,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,Yes,No,0,4,1,106.2,140.4,No
CUST-14200,Male,0,48,4,116.91,453.52,Fiber optic,Two year,Electronic check,Yes,Yes,Yes,Yes,Yes,No,No,0,4,3,88.5,134.1,No
CUST-14201,Female,0,25,23,18.42,404.44,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,1,3,2,7.3,7.5,No
CUST-14202,Female,0,22,62,94.61,5845.78,Fiber optic,Two year,Credit card (automatic),Yes,No,Yes,No,Yes,No,Yes,0,4,0,138.8,283.6,No
CUST-14203,Female,0,59,54,78.81,4239.24,Fiber optic,Two year,Mailed check,No,No,Yes,No,Yes,No,No,0,3,1,172.7,150.1,No
CUST-14204,Female,0,61,55,90.29,4984.27,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,Yes,Yes,No,1,3,1,157.8,327.0,Yes
CUST-14205,Female,0,34,69,92.69,6422.6,Fiber optic,Month-to-month,Credit card (automatic),No,No,Yes,No,Yes,Yes,Yes,0,4,1,159.0,175.3,No
CUST-14206,Female,0,55,40,101.5,4072.36,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,No,0,4,0,69.6,171.8,Yes
CUST-14207,Female,0,26,14,40.72,544.42,DSL,Two year,Mailed check,No,No,No,No,Yes,No,No,0,3,1,114.4,283.8,No
CUST-14208,Female,0,27,28,67.37,1894.05,DSL,Two year,Electronic check,No,No,Yes,No,Yes,Yes,No,0,5,1,198.0,493.0,Yes
CUST-14209,Female,0,37,72,54.94,3969.73,DSL,Month-to-month,Electronic check,Yes,No,No,No,Yes,No,No,1,2,3,123.0,101.1,No
CUST-14210,Female,1,73,71,51.16,3609.03,DSL,One year,Electronic check,No,No,No,No,Yes,Yes,No,0,3,1,62.0,72.5,No
CUST-14211,Male,0,31,67,81.93,5476.97,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,No,0,3,0,65.8,114.6,Yes
CUST-14212,Female,0,43,29,95.76,2772.74,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,Yes,No,Yes,0,3,5,258.5,529.4,No
CUST-14213,Male,1,70,61,52.38,3183.82,DSL,Two year,Electronic check,No,No,No,Yes,Yes,No,Yes,1,4,1,187.1,409.1,No
CUST-14214,Male,0,44,68,85.94,5845.02,DSL,Month-to-month,Electronic check,Yes,Yes,Yes,No,Yes,Yes,No,0,5,1,75.1,77.4,No
CUST-14215,Male,0,42,9,18.55,144.81,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,1,104.5,235.6,No
CUST-14216,Male,0,33,17,87.37,1481.97,Fiber optic,Two year,Electronic check,No,Yes,Yes,No,Yes,No,No,0,4,5,139.5,277.4,No
CUST-14217,Female,1,70,49,77.11,3792.39,Fiber optic,Two year,Electronic check,No,No,Yes,No,Yes,No,No,0,4,3,58.6,75.8,Yes
CUST-14218,Male,0,51,63,77.84,4901.58,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,No,0,2,6,209.8,170.8,Yes
CUST-14219,Female,0,33,46,63.2,2889.83,DSL,Month-to-month,Credit card (automatic),No,No,Yes,No,Yes,Yes,No,1,2,3,16.6,39.1,No
CUST-14220,Female,0,50,13,84.03,1110.52,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,No,Yes,No,No phone service,No,0,4,1,19.1,21.7,No
CUST-14221,Male,0,20,45,78.54,3527.96,DSL,One year,Bank transfer (automatic),Yes,No,Yes,Yes,No,No phone service,No,0,4,2,195.2,277.1,No
CUST-14222,Female,0,40,53,72.66,3846.49,Fiber optic,One year,Credit card (automatic),No,No,No,No,Yes,No,No,1,3,4,285.1,640.1,No
CUST-14223,Male,0,28,17,23.13,384.67,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,5,0,104.3,201.0,No
CUST-14224,Male,0,35,47,103.57,4855.17,Fiber optic,One year,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,No,Yes,0,4,2,266.1,272.8,No
CUST-14225,Female,0,64,62,91.18,5659.28,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No,Yes,No,No,0,4,3,110.5,272.4,No
CUST-14226,Female,0,58,50,84.88,4225.27,Fiber optic,Month-to-month,Bank transfer (automatic),No,Yes,No,No,Yes,No,No,0,4,0,50.5,67.8,No
CUST-14227,Male,0,61,43,110.07,4749.16,Fiber optic,Month-to-month,Credit card (automatic),Yes,No,Yes,Yes,Yes,Yes,No,0,4,1,67.4,122.1,Yes
CUST-14228,Female,0,46,68,78.15,5313.1,Fiber optic,Month-to-month,Electronic check,No,No,No,No,Yes,Yes,No,1,3,1,110.9,207.1,Yes
CUST-14229,Female,0,22,72,53.2,3853.42,DSL,Month-to-month,Electronic check,No,No,No,No,Yes,Yes,Yes,0,5,0,94.8,167.3,No
CUST-14230,Female,0,41,28,19.28,566.17,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,1,113.7,203.0,No
CUST-14231,Male,0,46,45,90.21,4052.43,Fiber optic,Two year,Credit card (automatic),No,No,Yes,Yes,Yes,No,Yes,1,2,3,121.3,147.1,Yes
CUST-14232,Male,0,46,41,65.54,2666.67,DSL,One year,Mailed check,Yes,No,No,Yes,Yes,No,Yes,0,5,0,193.3,470.1,No
CUST-14233,Female,1,73,36,91.15,3281.72,Fiber optic,Month-to-month,Credit card (automatic),No,No,Yes,Yes,Yes,No,No,0,3,4,35.4,57.7,Yes
CUST-14234,Female,0,57,33,94.0,3088.23,Fiber optic,One year,Mailed check,Yes,Yes,No,No,Yes,No,No,0,4,3,81.0,84.1,No
CUST-14235,Female,1,78,25,99.55,2484.34,Fiber optic,One year,Mailed check,Yes,Yes,No,No,Yes,Yes,No,0,4,1,38.3,86.0,No
CUST-14236,Female,0,19,19,85.88,1624.37,Fiber optic,Month-to-month,Mailed check,Yes,No,No,No,Yes,Yes,No,0,3,1,117.9,123.8,No
CUST-14237,Female,0,42,47,75.66,3553.05,DSL,One year,Bank transfer (automatic),No,Yes,No,Yes,Yes,Yes,No,1,2,2,48.8,110.6,No
CUST-14238,Male,0,36,33,85.53,2822.4,Fiber optic,One year,Bank transfer (automatic),No,No,No,Yes,Yes,No,No,0,4,1,131.5,230.4,No
CUST-14239,Female,0,57,67,24.34,1638.43,No,One year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,3,3,57.9,50.6,No
CUST-14240,Male,0,19,14,48.75,652.73,DSL,One year,Bank transfer (automatic),No,No,No,No,Yes,Yes,No,1,2,4,180.0,181.5,Yes
CUST-14241,Female,1,76,33,59.87,1961.1,DSL,One year,Electronic check,No,No,Yes,No,No,No phone service,No,0,2,5,57.9,139.2,No
CUST-14242,Male,0,18,42,24.66,1015.94,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,4,1,58.2,59.2,Yes
CUST-14243,Female,0,44,65,19.67,1291.18,No,Two year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,1,1,1,94.8,170.4,No
CUST-14244,Male,0,62,47,69.96,3308.06,DSL,Month-to-month,Credit card (automatic),No,No,No,Yes,Yes,Yes,No,0,4,1,99.6,132.8,No
CUST-14245,Female,1,73,35,83.57,2938.5,DSL,Two year,Credit card (automatic),Yes,No,Yes,Yes,Yes,No,No,0,3,2,162.8,350.9,No
CUST-14246,Male,0,58,32,93.57,3022.72,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,No,No phone service,Yes,0,4,2,95.7,205.8,Yes
CUST-14247,Male,0,22,55,66.48,3631.03,DSL,Month-to-month,Electronic check,No,Yes,No,No,Yes,Yes,No,0,4,0,104.1,224.4,Yes
CUST-14248,Male,1,76,54,54.97,2966.27,DSL,One year,Credit card (automatic),No,No,No,Yes,Yes,No,No,0,3,2,88.6,102.1,No
CUST-14249,Male,0,21,51,24.17,1256.63,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,3,4,61.7,124.0,No
CUST-14250,Male,0,34,59,100.92,5943.43,Fiber optic,Two year,Mailed check,Yes,No,Yes,No,Yes,Yes,Yes,0,4,2,124.4,118.8,No
CUST-14251,Male,0,38,72,80.1,5785.34,Fiber optic,Month-to-month,Electronic check,No,Yes,No,No,Yes,No,No,1,2,1,61.7,57.4,Yes
CUST-14252,Female,0,48,14,73.36,1030.74,Fiber optic,One year,Mailed check,No,No,No,No,No,No phone service,No,1,4,0,154.4,230.8,Yes
CUST-14253,Male,0,39,18,31.89,602.73,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,4,0,59.3,107.7,No
CUST-14254,Female,0,28,55,104.01,5712.81,Fiber optic,Month-to-month,Mailed check,No,No,Yes,Yes,Yes,Yes,No,0,3,1,105.4,140.4,Yes
CUST-14255,Female,0,51,56,62.25,3481.03,DSL,Month-to-month,Credit card (automatic),No,Yes,No,Yes,Yes,No,No,0,3,0,50.9,67.1,No
CUST-14256,Female,0,32,49,104.97,5123.36,Fiber optic,One year,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,No,Yes,0,4,3,150.1,139.2,No
CUST-14257,Female,0,27,60,93.22,5572.78,Fiber optic,One year,Bank transfer (automatic),No,No,Yes,No,Yes,Yes,Yes,1,3,0,66.2,75.0,No
CUST-14258,Female,0,55,53,90.45,4815.51,Fiber optic,One year,Mailed check,No,No,Yes,No,Yes,Yes,No,0,4,0,91.5,168.1,No
CUST-14259,Male,0,49,71,71.35,5060.29,DSL,Two year,Electronic check,Yes,No,Yes,No,Yes,No,No,0,3,3,73.8,144.5,No
CUST-14260,Male,0,48,6,95.97,583.05,Fiber optic,One year,Bank transfer (automatic),Yes,No,No,Yes,No,No phone service,No,0,3,3,50.1,117.4,No
CUST-14261,Male,0,54,70,65.3,4586.14,DSL,Two year,Bank transfer (automatic),No,No,Yes,No,Yes,Yes,Yes,1,2,0,41.7,59.9,No
CUST-14262,Female,0,61,8,27.04,212.61,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,4,0,26.7,32.1,No
CUST-14263,Male,0,45,15,18.25,300.98,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,No,No phone service,No,0,5,0,10.0,20.2,No
CUST-14264,Male,0,48,26,68.33,1802.87,DSL,Month-to-month,Mailed check,No,Yes,Yes,No,No,No phone service,No,0,4,0,162.3,315.6,No
CUST-14265,Male,0,23,39,62.66,2454.55,DSL,Month-to-month,Bank transfer (automatic),No,No,Yes,No,Yes,Yes,Yes,0,4,0,119.9,152.0,No
CUST-14266,Male,1,70,3,93.68,310.75,Fiber optic,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,Yes,No,No,0,5,0,87.3,183.9,Yes
CUST-14267,Male,0,40,57,22.99,1280.59,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,1,2,0,74.5,85.0,No
CUST-14268,Female,0,33,10,89.09,861.46,Fiber optic,One year,Credit card (automatic),No,No,No,Yes,Yes,Yes,Yes,0,4,1,98.1,136.5,No
CUST-14269,Male,0,42,3,84.16,226.53,DSL,One year,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,No,No,0,4,3,96.7,117.7,No
CUST-14270,Female,0,56,46,91.65,4242.51,Fiber optic,Two year,Electronic check,No,Yes,No,No,Yes,Yes,No,0,4,0,54.0,102.8,No
CUST-14271,Female,0,19,22,104.49,2305.07,Fiber optic,Two year,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,No,No,0,3,1,77.1,126.1,No
CUST-14272,Female,0,55,67,88.15,5931.71,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,No,Yes,Yes,Yes,No,1,3,0,150.7,308.6,No
CUST-14273,Female,1,78,65,76.34,4939.73,DSL,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,Yes,No,0,5,0,26.1,25.7,No
CUST-14274,Female,0,56,19,46.74,859.98,DSL,Month-to-month,Mailed check,No,No,No,No,Yes,No,No,1,2,2,83.0,102.6,Yes
CUST-14275,Male,0,51,62,73.47,4557.74,DSL,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,Yes,Yes,Yes,0,4,3,41.5,67.4,No
CUST-14276,Male,0,57,57,91.46,5193.73,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,Yes,No,Yes,Yes,Yes,0,4,1,45.4,40.7,No
CUST-14277,Male,0,60,13,18.25,258.84,No,One year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,4,0,65.0,132.8,No
CUST-14278,Female,1,76,16,95.04,1515.86,Fiber optic,Month-to-month,Credit card (automatic),Yes,No,Yes,No,Yes,No,No,0,4,2,108.8,139.2,No
CUST-14279,Male,0,53,16,118.42,1910.95,Fiber optic,One year,Electronic check,Yes,Yes,Yes,Yes,No,No phone service,Yes,1,1,4,88.1,160.9,Yes
CUST-14280,Male,0,33,52,69.03,3590.55,DSL,One year,Bank transfer (automatic),Yes,Yes,No,No,Yes,Yes,No,0,4,3,21.6,50.4,No
CUST-14281,Female,0,35,41,24.17,992.69,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,3,0,35.1,43.2,Yes
CUST-14282,Female,0,30,48,118.03,5676.35,Fiber optic,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,Yes,No,No,0,4,3,216.4,447.8,No
CUST-14283,Female,0,54,39,55.43,2151.9,DSL,Two year,Electronic check,No,No,Yes,No,Yes,No,No,0,4,2,124.9,234.4,Yes
CUST-14284,Female,0,44,13,64.29,862.7,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,No,No,0,5,1,120.0,132.7,Yes
CUST-14285,Male,0,51,4,21.63,80.54,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,4,2,77.6,158.8,No
